the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,cd,nta,council,schooldist,policeprct,censtract,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,latitude,longitude,xcoord,ycoord,datasource,uid
0101000020E61000008E91C6212B7F52C0C6A072AA715D4440,0101000020110F00003A257900296B5FC1B0239EA10EF85241,ABE LEBEWOHL PARK,,,,NEW YORK,10003,MANHATTAN,1,0,0,103,MN22,2,01,9,004000,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7300395652,-73.9870090086,987850.529742,205249.934488,dpr_parksproperties,5f80758ec7bfd4bd4ba9e82dbc2f1cd5
0101000020E61000003F094F581E7752C0DCC6DBE906494440,0101000020110F000022E13B8C7C5D5FC1E81767B833E15241,NEPONSIT MALL,,,,ROCKAWAY PARK,11694,QUEENS,4,0,0,414,QN10,32,27,100,092200,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.5705317173,-73.8612285027,1022803.38431,147167.083124,dpr_parksproperties,602d4aab31116e8664c82563fe21c36e
0101000020E610000072418935067352C07D6B521D12614440,0101000020110F00004BF5002F88565FC12725D56A1FFC5241,PLAUT TRIANGLE,,,,FLUSHING,11358,QUEENS,4,0,4054000001,407,QN52,19,25,109,118500,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7583735846,-73.7972553592,1040417.92828,215637.655751,dpr_parksproperties,60ca00b68a9a38cf8363b86624e2a050
0101000020E6100000FC01B3F0557E52C0DF02697350534440,0101000020110F00005822D1DFBE695FC1CFB114FFB5EC5241,PARK,318,SHERMAN STREET,318 SHERMAN STREET,BROOKLYN,11218,BROOKLYN,3,0,3052860042,307,BK40,39,15,72,050400,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6509009091,-73.9739968091,991465.49629,176418.205073,dpr_parksproperties,61c4c70799eb9f3fc6e1c79520eaec1e
0101000020E6100000220E2439717C52C085712F72EE634440,0101000020110F00008ABA9C8887665FC1DDC081AB54FF5241,PARK,,,,NEW YORK,10128,MANHATTAN,1,0,0,108,MN32,5,02,19,015200,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7807225674,-73.9444120288,999644.8146,223720.01751,dpr_parksproperties,620581a5d2288b5d95776aded93d1829
0101000020E6100000FBC22A56D97952C04B5B044138704440,0101000020110F000001A5FCDA1F625FC1B41A6B981F0D5341,SIREN SLOPE,151,WEST 230 STREET,151 WEST 230 STREET,BRONX,10463,BRONX,2,0,2032660001,208,BX28,14,10,50,027700,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8767250269,-73.9038915979,1010828.36894,258706.93406,dpr_parksproperties,62d32b287a933984db937c6fe63713ba
0101000020E61000009395D59D7E7B52C0FEAB263EE14E4440,0101000020110F000067311A71EB645FC12F19908BBFE75241,TRUST TRIANGLE,,,,BROOKLYN,11234,BROOKLYN,3,0,0,318,BK58,46,22,63,067400,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6162571043,-73.9296044793,1003793.84473,163803.31765,dpr_parksproperties,76a5cb6da371960c0b96b01780b5f619
0101000020E61000001E5F6B4F1F7852C0F53ADEAA925D4440,0101000020110F00006A917707315F5FC156534E9E33F85241,PARK,,,,ELMHURST,11373,QUEENS,4,0,4028850164,404,QN29,25,24,110,049900,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7310467001,-73.8769124333,1018363.91712,205640.565804,dpr_parksproperties,7611ba0f48707d848da955dc33fd41ab
0101000020E61000008FBC679F347F52C040E5D154BF594440,0101000020110F0000F08A711F396B5FC1ADEC5E40EAF35241,PARK,,,,BROOKLYN,11201,BROOKLYN,3,0,3000640019,302,BK38,33,13,84,002100,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.701159723,-73.9875882754,987691.473382,194728.104353,dpr_parksproperties,773374829cf1375ba4d55031886651e9
0101000020E6100000184B942C636E52C0A7DB81BDE2614440,0101000020110F0000308F9EE2A74E5FC1933BBE5809FD5241,NASSAU MALL,,,,LITTLE NECK,11362,QUEENS,4,0,0,411,QN45,19,26,111,150702,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7647403406,-73.72480447,1060482.21827,218012.018989,dpr_parksproperties,77cca099d7d5070710c84733f253d259
0101000020E6100000A8B4D33D747752C049992FCF51704440,0101000020110F000074B6A4730E5E5FC128D5DB4C3C0D5341,WILLIAMSBRIDGE SQUARE,,,,BRONX,10467,BRONX,2,0,2099998900,212,BX44,12,11,47,037800,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8775049161,-73.8664712327,1021176.37141,259004.642624,dpr_parksproperties,78312f14d5041e56b80f9a02b61865ae
0101000020E61000006B84E11CE87C52C0867F0475A05B4440,0101000020110F0000D78AC77A51675FC19287314D05F65241,MT. CARMEL TRIANGLE,,,,BROOKLYN,11211,BROOKLYN,3,0,0,301,BK73,33,14,94,051500,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7158425208,-73.9516684728,997648.22057,200080.942574,dpr_parksproperties,78e7325fc20875550ac842dc73522659
0101000020E61000008FB9F113667E52C02D5649FB724E4440,0101000020110F0000D1FA2649DA695FC1F4D2DF2E44E75241,DAHILL TRIANGLE,,,,BROOKLYN,11204,BROOKLYN,3,0,0,311,BK88,44,21,62,044600,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6128921982,-73.9749817725,991196.138637,162570.533289,dpr_parksproperties,7b47ca9c7928039ffdf1b0ca7ee03f4a
0101000020E61000005395E608F47452C0F3CBCDE6D3584440,0101000020110F0000A50E04FFCE595FC199595585E2F25241,LT. FRANK MCCONNELL PARK,,,,SOUTH RICHMOND HILL,11419,QUEENS,4,0,4094370060,409,QN54,28,28,102,014800,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6939749821,-73.8273960909,1032114.04909,192157.402895,dpr_parksproperties,66893512ae69f3bf95ffeddb2838896f
0101000020E61000003F43E4A9CB7952C0A23CBDEDCD674440,0101000020110F000057BB6AA108625FC1DC0915FBAC035341,MARTIN LUTHER KING TRIANGLE,,,,BRONX,10455,BRONX,2,0,0,202,BX33,8,08,41,008300,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8109802234,-73.9030570629,1011085.66481,234753.89722,dpr_parksproperties,7ac9f405bbb7283b8c52e90e5be673a6
0101000020E6100000DA401ACF5F7852C0852CDEEFD5594440,0101000020110F0000CDEF38969E5F5FC1D09A759303F45241,GLENDALE VETERANS TRIANGLE,,,,RIDGEWOOD,11385,QUEENS,4,0,0,405,QN19,30,24,104,062900,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7018495978,-73.8808491248,1017287.32652,195001.671394,dpr_parksproperties,7ae7a7b32cd572326f75ee9fc8e3bd03
0101000020E61000005C9553181C8052C0F68C47F61A5E4440,0101000020110F00007389494DC26C5FC12DB8DF60CCF85241,MCCARTHY SQUARE,,,,NEW YORK,10014,MANHATTAN,1,0,0,102,MN23,3,02,6,007300,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7352060766,-74.0017162331,983774.372763,207131.994087,dpr_parksproperties,7b23b1261e51d63f6c4edd9c80d9e241
0101000020E6100000C0B501D9997852C0DC7F9D7E37624440,0101000020110F00008721DE2B01605FC1FED0116368FD5241,PLANEVIEW PARK,,,,EAST ELMHURST,11369,QUEENS,4,0,0,403,QN28,21,30,115,034700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.767326832,-73.8843915303,1016273.62981,218855.74961,dpr_parksproperties,7b3eaedba687e8516ed77e0b9c7d1c20
0101000020E6100000F7F91790FD7E52C0218EDDC37D594440,0101000020110F00002B712399DB6A5FC1C8CBF9CCA0F35241,TRINITY PARK,180,SANDS STREET,180 SANDS STREET,BROOKLYN,11201,BROOKLYN,3,0,3000890001,302,BK38,33,13,84,002300,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.699158801,-73.9842276891,988623.41459,193999.258888,dpr_parksproperties,7ed633323747d2d8cfd51cdf2390cd21
0101000020E61000001EEF3855597552C096CD9E11E5564440,0101000020110F0000727BAC0F7B5A5FC1699A174CB8F05241,WELLBROCK TRIANGLE,,,,OZONE PARK,11417,QUEENS,4,0,4114730001,410,QN55,32,27,106,009400,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.678873882,-73.8335788384,1030409.99253,186652.324575,dpr_parksproperties,7f34cff72a279030b3e61fe4764d5631
0101000020E6100000ED5C11E67E8152C0144473EE654F4440,0101000020110F0000CA32BEF81C6F5FC17E33F90154E85241,PARK,,,,BROOKLYN,11209,BROOKLYN,3,0,3060370102,310,BK31,43,20,68,014200,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6203064382,-74.0233717304,977761.72063,165271.609014,dpr_parksproperties,7f4956f1a50452f5bdc936f893570baa
0101000020E610000081B2C1F5AB7D52C02139C125C7584440,0101000020110F000017DC4E259E685FC19BAD003CD4F25241,MYRTLE AVENUE PLAZA,,,,BROOKLYN,11205,BROOKLYN,3,0,0,302,BK69,35,13,88,019300,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6935857527,-73.9636220389,994337.88135,191970.53352,dot_pedplazas,6ea6cf09a04a8f4b4106b3624e336736
0101000020E610000011845B0A9D7A52C04E4E56AD366C4440,0101000020110F000021AE33476C635FC14D9531E79F085341,PARK,,,,BRONX,10452,BRONX,2,2008426,2028650103,205,BX36,14,09,46,021700,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8454268986,-73.9158364164,1007536.03752,247300.420625,dpr_parksproperties,6f657cdeeb93e000a466390a4d213221
0101000020E6100000B81D5826E17452C0A1AEFBB4295A4440,0101000020110F000076FD08EBAE595FC1A5EE7B6C61F45241,METRO TRIANGLE,,,,KEW GARDENS,11415,QUEENS,4,0,4092400050,409,QN60,29,28,102,014000,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7044060559,-73.8262434419,1032426.14651,195958.377351,dpr_parksproperties,6bf5c2b071baaed70f5048565a2ac866
0101000020E6100000200CB4B7F27C52C07AA501DCD15B4440,0101000020110F000024B02D7E63675FC1BE8A84A83CF65241,NORTH 10TH & UNION AVE PLAZA,,,,BROOKLYN,11211,BROOKLYN,3,0,0,301,BK73,33,14,94,051900,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7173501591,-73.952315738,997468.489992,200630.122792,dot_pedplazas,6c1f94ce42e071fcf1042b7233e51c6f
0101000020E61000005DF03DDF637B52C0B6051C92D26E4440,0101000020110F0000B3E97903BE645FC16C8BAFDD8D0B5341,LT. WM. TIGHE TRIANGLE,,,236 DYCKMAN STREET,NEW YORK,10034,MANHATTAN,1,0,0,112,MN35,10,06,34,028700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8658093982,-73.9279721386,1004172.26993,254723.551022,dpr_parksproperties,6d9e21278285e663478a40cc2fc82070
0101000020E61000009BEF8E26947B52C0792C7025DD664440,0101000020110F00004FD1040510655FC1B2B2FACE9E025341,HARLEM RIVER PARK,,,,NEW YORK,10035,MANHATTAN,1,0,1018030090,111,MN34,8,05,25,024200,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8036321246,-73.9309188254,1003375.10764,232069.416641,dpr_parksproperties,6eaa9f373d0796c7db1bee0333cadb31
0101000020E6100000FAE927C1867A52C0D78E41B4366C4440,0101000020110F00007DC8576C46635FC13F2DF6EE9F085341,FEATHERBENCHES,8,FEATHERBED LANE,8 FEATHERBED LANE,BRONX,10452,BRONX,2,0,2028600020,205,BX36,14,09,46,021700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8454277234,-73.9144761903,1007912.37894,247301.085625,dpr_parksproperties,6fa20175ae4dc7fb81a1dcf54c283e38
0101000020E61000005D6402ED007A52C01DC76A856C5F4440,0101000020110F0000D051091A63625FC131992AC246FA5241,SOHNCKE SQUARE,,,,WOODSIDE,11377,QUEENS,4,0,0,402,QN63,26,30,108,024900,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7455075693,-73.9063079254,1010211.27765,210899.033757,dpr_parksproperties,70668cb8a167eef19cae4a83708ed1d9
0101000020E610000061CB721EA97852C0004EC4E98C6B4440,0101000020110F0000E6A8721C1B605FC10646D350E1075341,PARK,,,,BRONX,10460,BRONX,2,0,0,206,BX17,17,12,48,035900,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8402461134,-73.8853236183,1015980.66111,245422.449251,dpr_parksproperties,83260df94e3c58ec68724014e5641d41
0101000020E6100000E83006F23B7F52C0F4B0C8ED895C4440,0101000020110F00004E27AC8F456B5FC1D49BAFEC0AF75241,PERETZ SQUARE,,,,NEW YORK,10009,MANHATTAN,1,0,1004280001,103,MN22,2,01,9,003002,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7229675127,-73.9880352213,987566.460792,202673.325898,dpr_parksproperties,838a6234a000881fd137b5397150add3
0101000020E61000008F69E95D5F7C52C0A6280882AD5F4440,0101000020110F0000C16DEB3369665FC19C285D9C8FFA5241,RAFFERTY TRIANGLE,,,,LONG ISLAND CITY,11101,QUEENS,4,0,0,402,QN31,26,30,108,001900,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7474908072,-73.9433221598,999954.482238,211612.787635,dpr_parksproperties,72e8d59d6503f3e56f5273ee6c1b6c83
0101000020E61000000BA5FE38837B52C0DCCC99F9E66C4440,0101000020110F0000D55F0644F3645FC1A89977D765095341,185TH STREET PLAZA,,,,NEW YORK,10033,MANHATTAN,1,0,0,112,MN35,10,06,34,026900,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.8508070836,-73.929885627,1003647.3911,249257.202165,dot_pedplazas,736c3367e76f91e32aa1e81bf90562ee
0101000020E61000001D7D3985307952C06CB375D8A3624440,0101000020110F00005847A91A01615FC137B3A1E4E1FD5241,CARLOS R. LILLO PARK,,,,EAST ELMHURST,11370,QUEENS,4,0,0,401,QN72,22,30,114,031700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7706334416,-73.8935878665,1013724.77586,220057.228207,dpr_parksproperties,763f5c081d9dc7ad27754769933badd2
0101000020E6100000FE7CA92DB77A52C0432774ECB4704440,0101000020110F0000AC580EAD98635FC1B3E200A2AB0D5341,PHYLLIS POST GOODMAN PARK,,,,BRONX,10463,BRONX,2,0,0,208,BX29,11,10,50,029302,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8805296436,-73.9174317503,1007082.59213,260089.288041,dpr_parksproperties,76511e639fdb6658a5a0748ecd2e1ee3
0101000020E610000046B0464D1E8C52C08E16E14DA1444440,0101000020110F00000FF2CC2628815FC16338998549DC5241,PARK,,,,STATEN ISLAND,10312,STATEN ISLAND,5,0,5063280151,503,SI01,51,31,123,017005,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.536180829,-74.1893509756,931617.633001,134678.574588,dpr_parksproperties,85d0af97d265a95a0018d62285802edd
0101000020E61000001C5134D3F37C52C0B2723B4ACC4A4440,0101000020110F0000F4C8BB5F65675FC1FFC714AF2EE35241,SIXTEEN LINDENS TRIANGLE,,,,BROOKLYN,11235,BROOKLYN,3,0,3087710001,315,BK17,48,21,61,060800,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.5843676687,-73.9523833216,997476.091578,152180.920584,dpr_parksproperties,866d1703dd5f0a844bec5d35c4aec651
0101000020E6100000F1A92B5E5B7752C03153FF21A8704440,0101000020110F0000F5C88933E45D5FC13922D1439D0D5341,D'ONOFRIO SQUARE,,,,BRONX,10467,BRONX,2,0,2099998900,212,BX44,12,11,47,037800,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8801393004,-73.8649530642,1021594.72938,259965.096347,dpr_parksproperties,86a3b4a3ff1ff916aab03d28da83b4b2
0101000020E61000004CDA0A78A97E52C03F684942FD514440,0101000020110F0000A2B893C14C6A5FC1740E66533AEB5241,AVE C PLAZA,,,,BROOKLYN,11218,BROOKLYN,3,0,0,312,BK41,39,15,66,048600,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6405495931,-73.9790949981,990051.725189,172646.55871,dot_pedplazas,784240e63f1c88a0460a7298bb54b2cf
0101000020E610000050731DDB3A7D52C09BCCEE3DE15A4440,0101000020110F00004786EF06DE675FC1CE40150D2FF55241,MARCY GREEN NORTH,111,MARCY AVENUE,111 MARCY AVENUE,BROOKLYN,11211,BROOKLYN,3,3063328,3024350001,301,BK73,34,14,90,052700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7100070961,-73.9567187135,996249.269061,197954.18841,dpr_parksproperties,78a90cb8439bed6b1f16f813b97e7c1f
0101000020E6100000F4AF66D9377C52C04CFF3A270E5A4440,0101000020110F00003120021426665FC192F40A8E42F45241,HUMBOLDT PLAZA,,,,BROOKLYN,11206,BROOKLYN,3,0,0,301,BK90,34,14,90,049100,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7035651797,-73.9409101924,1000633.59333,195609.766109,dot_pedplazas,792d7ed4e7f390c2cc45e89d971cbcde
0101000020E6100000855DCA193E7F52C0BCFEEED3C2594440,0101000020110F0000802FE738496B5FC1C2F1232BEEF35241,BAR AND GRILL PARK,,,,BROOKLYN,11201,BROOKLYN,3,0,3000630005,302,BK38,33,13,84,002100,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7012664294,-73.9881667703,987531.065384,194766.958502,dpr_parksproperties,7976a21762869a2173d60fcb12968847
0101000020E6100000AAA771EE937A52C0B260875D02714440,0101000020110F0000964C36CE5C635FC1FA44E99F020E5341,PARK,,,,BRONX,10463,BRONX,2,0,0,208,BX29,11,10,50,029302,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8828929778,-73.9152804473,1007676.65884,260950.913024,dpr_parksproperties,f8c3255708b0e94c8ab5bd212ed8ee9a
0101000020E6100000B99F8D55077D52C01496B2D4845A4440,0101000020110F00006D3C238386675FC15F29A383C7F45241,LINDSAY TRIANGLE,407,BROADWAY,407 BROADWAY,BROOKLYN,11211,BROOKLYN,3,3063625,3024640032,301,BK73,34,14,90,052700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7071869329,-73.9535740751,997121.630547,196927.16448,dpr_parksproperties,7b34cb8e0d5503b6b6593eedb10dddc6
0101000020E61000000A05DE65227D52C025AE1AF9945E4440,0101000020110F00001584937BB4675FC186502F2355F95241,MANHATTAN AVENUE PLAZA,,,,BROOKLYN,11222,BROOKLYN,3,0,0,301,BK76,33,14,94,057900,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7389295599,-73.9552259159,996657.745021,208491.74287,dot_pedplazas,7de8d002bff8d0d4fbd0c75bf473247c
