the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,cd,nta,council,schooldist,policeprct,censtract,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,latitude,longitude,xcoord,ycoord,datasource,uid
0101000020E6100000E7398FD8E27A52C05C18602FE45D4440,0101000020110F000067C889D9E2635FC1D45799FB8EF85241,PARK,,,,WOODSIDE,11377,QUEENS,4,4473578,4023080025,402,QN31,30,24,108,020500,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7335344194,-73.9200969996,1006394.42258,206533.051852,dpr_parksproperties,2c6b488692f6ff93c41970d30c1955b5
0101000020E6100000E264E797C17A52C0E6749EF09E6C4440,0101000020110F00005CA2EF5DAA635FC1060759F614095341,UNIVERSITY MALLS,,,,BRONX,10453,BRONX,2,0,2028780320,205,BX36,14,09,46,021501,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8486087475,-73.918067431,1006917.68538,248459.102761,dpr_parksproperties,20a63bb1fd5d36022f8189c32ff75b01
0101000020E610000003512A9CE17552C0272B11F2936B4440,0101000020110F0000682AA88A625B5FC1F568E035E9075341,WESTCHESTER SQUARE PLAZA,,,,BRONX,10461,BRONX,2,0,0,210,BX59,13,11,45,009600,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.8404607278,-73.8418965464,1027996.6683,245519.350484,dot_pedplazas,3b52bd005897dd7630fcc518de1243a5
0101000020E6100000A372C9A7F17852C0C5FAC278E65C4440,0101000020110F0000EF81565296605FC179D93AA272F75241,PARK,,,,MASPETH,11378,QUEENS,4,0,0,405,QN30,30,24,104,049500,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7257917017,-73.8897508883,1014808.13028,203721.268843,dpr_parksproperties,8f005182835af1793da1d3b0ea70a17e
0101000020E610000073FAFD406E7A52C0A2803938486C4440,0101000020110F0000DB0671CE1C635FC104DE2799B3085341,TOWNSEND WALK,,,,BRONX,10453,BRONX,2,0,0,205,BX41,14,09,46,022701,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8459622539,-73.9129807885,1008325.92701,247496.242648,dpr_parksproperties,a8c7a223cfcd7b7db9cbfaec043086e0
0101000020E6100000F23FD92F538052C0795AD94CFD5B4440,0101000020110F0000D2EF89E11F6D5FC1DEE803566DF65241,CHURCH & WHITE PLAZA,,,,NEW YORK,10013,MANHATTAN,1,0,0,101,MN24,1,02,1,003300,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7186758659,-74.0050787741,982842.147801,201109.56139,dot_pedplazas,1878e5302bbdf6ced5488aa284aef650
0101000020E6100000EF81C732FF7752C0C0F336FB7C5D4440,0101000020110F000030F4E17BFA5E5FC1A4D231501BF85241,PARK,,,,MIDDLE VILLAGE,11379,QUEENS,4,0,4028850200,405,QN21,29,24,104,050500,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7303848907,-73.8749524793,1018907.46535,205400.217592,dpr_parksproperties,00d4c56c95b7538d0007e34f7e4b8430
0101000020E6100000D20D4802767D52C04A924B9A9B504440,0101000020110F000029AD208142685FC1B74F0087AEE95241,FLATBUSH MALL,,,,BROOKLYN,11230,BROOKLYN,3,0,0,314,BK43,45,22,70,053200,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6297568594,-73.9603291212,995261.563592,168716.276226,dpr_parksproperties,1fda899b99f0180c38247cceb4fd7448
0101000020E6100000F00907B32F7752C04BE6378FF55F4440,0101000020110F00004C87A3069A5D5FC1C137AE62E0FA5241,CORONA PLAZA,,,,CORONA,11368,QUEENS,4,0,0,404,QN26,21,24,110,040500,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7496896483,-73.86228774,1022406.49313,212438.808591,dot_pedplazas,3c57c3f0a8162de4db6478c4671f160f
0101000020E610000004CDC44D787952C00D12BFA4F55E4440,0101000020110F0000E31C12097B615FC1FE3D927FC1F95241,LATHAM PARK,,,,WOODSIDE,11377,QUEENS,4,0,4013430119,402,QN63,26,24,108,024700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7418797113,-73.8979691763,1012523.4127,209579.871624,dpr_parksproperties,62b6463b81813e198c1450122f79ec2f
0101000020E6100000F7E6E3F5CB7A52C09D65E90075594440,0101000020110F000084BCFFF9BB635FC137CC57FC96F35241,KNICKERBOCKER PLAZA,,,,BROOKLYN,11237,BROOKLYN,3,0,0,304,BK77,37,32,83,043100,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6988914221,-73.9187001813,1006793.25265,193911.912366,dot_pedplazas,0042c2137204721192def8199f825b67
0101000020E6100000C9563501BC7C52C058F39F7FD95B4440,0101000020110F000000C2BC8E06675FC119DFDF3745F65241,FROST STREET PLAZA,,,,BROOKLYN,11211,BROOKLYN,3,0,0,301,BK73,34,14,94,051500,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7175832876,-73.9489763282,998394.153707,200715.580213,dot_pedplazas,5c724c95e4079ce1655676dc80eb9a72
0101000020E61000007F8549CA1C7D52C008AAD6926B5B4440,0101000020110F0000905919F5AA675FC18EB49E0BCAF55241,NORTH 5TH PLAZA,,,,BROOKLYN,11211,BROOKLYN,3,0,0,301,BK73,33,14,94,051900,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7142286442,-73.9548836454,996757.229667,199492.482846,dot_pedplazas,200a54368b6fd295552f45c97938bee7
0101000020E61000005CF997EDCF7B52C02319996724594440,0101000020110F00000FA3C38E75655FC132C2ADB23CF35241,BEATTIE SQUARE,,,,BROOKLYN,11221,BROOKLYN,3,0,3015870001,303,BK35,36,16,81,028700,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6964317382,-73.9345673484,1002394.1892,193012.091928,dpr_parksproperties,341d75b7462727d27147099a8adc4f6d
0101000020E6100000F644D0EEE27A52C0281183E0176C4440,0101000020110F0000B2C856FFE2635FC16B92EC527D085341,PARK,,,,BRONX,10452,BRONX,2,0,2028730126,204,BX26,16,09,44,021302,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8444869534,-73.9201023127,1006356.07941,246956.858057,dpr_parksproperties,66a301fda0ecd77583b1cf0776398ad9
0101000020E610000003B131FDA57F52C012741462F4514440,0101000020110F0000AA53DFAFF96B5FC142573B6430EB5241,PARK,,,,BROOKLYN,11219,BROOKLYN,3,0,0,312,BK88,39,15,66,022200,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6402787233,-73.9945076067,985774.299607,172547.228992,dpr_parksproperties,75f5f35d2308073e889e7cecc1f7b339
0101000020E610000015C3101E247F52C0D4A2F9777B594440,0101000020110F00002E5E47161D6B5FC1956F663A9EF35241,BROOKLYN PLAZA,,,,BROOKLYN,11201,BROOKLYN,3,0,3000880001,302,BK38,33,13,84,002300,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6990887188,-73.9865808754,987970.916818,193973.61712,dot_pedplazas,ff6bcef048d89cffc26d480fad56c7d1
0101000020E610000065FBDD9A987E52C0B806E0EF3B604440,0101000020110F0000399F6B1C306A5FC147033F492FFB5241,PERSHING SQUARE PLAZA,,,,NEW YORK,10017,MANHATTAN,1,0,0,105,MN20,4,02,14,008200,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7518373973,-73.9780657086,990327.229375,213192.07061,dot_pedplazas,788ddd32bb6f70ebf15ca580a9c45395
0101000020E6100000DF290163FD7752C0846F2BF21E614440,0101000020110F0000B34F1D68F75E5FC126ACECCD2DFC5241,VETERANS PLAZA,,,,EAST ELMHURST,11369,QUEENS,4,0,4014050030,403,QN27,21,30,115,035300,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7587651665,-73.8748419075,1018923.33733,215740.091645,dpr_parksproperties,94533cbe4a8e667c1079bf3f9f70ffd7
0101000020E61000008C1E5AD4F47C52C0E258E324E5664440,0101000020110F00003154861467675FC142AF37C8A7025341,A PHILIP RANDOLPH SQUARE,,,,NEW YORK,10026,MANHATTAN,1,0,1019220036,110,MN11,9,03,28,021800,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8038761989,-73.9524446442,997415.641975,232154.37398,dpr_parksproperties,95851fe909a0efc33f24b44505e98a4b
0101000020E61000007B8996D3D87952C0EBCA5C47DA5C4440,0101000020110F0000F3702FFD1E625FC15EF522F864F75241,PARK SLOPE,,,,MASPETH,11378,QUEENS,4,0,0,405,QN30,30,24,104,051700,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7254196019,-73.9038604578,1010897.48225,203581.094321,dpr_parksproperties,b0cec9312dd1acff6f0406b936ace532
0101000020E61000006C2F5DC2BF7A52C00D1C1B98206C4440,0101000020110F000034166040A7635FC149AF501C87085341,PARK,,,,BRONX,10452,BRONX,2,0,0,204,BX26,16,09,44,021302,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.84475298,-73.9179554829,1006949.97298,247054.330577,dpr_parksproperties,bd7182fe48674044e199e87fc28f426a
0101000020E61000002455A7356C7C52C057146623905F4440,0101000020110F00003FE57A047F665FC1ED5CA8AF6EFA5241,MCKENNA TRIANGLE,,,,LONG ISLAND CITY,11101,QUEENS,4,0,0,402,QN31,26,30,108,001900,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7465945157,-73.9441060202,999737.496026,211286.100441,dpr_parksproperties,c7603b405e84d30d48bd91d112999684
0101000020E6100000895EBFDF007852C04FE55D5FE35E4440,0101000020110F0000E03E8754FD5E5FC1E7A87504ADF95241,MIDDLEBURGH TRIANGLE,,,,ELMHURST,11373,QUEENS,4,0,0,404,QN29,25,24,110,047100,TRIANGLE/PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7413221255,-73.8750547544,1018873.43566,209384.952122,dpr_parksproperties,e323b5b8edd35860d4ebaeb7ccf7005b
0101000020E610000094033535CF7C52C0543E33D2D5694440,0101000020110F0000684D0E2D27675FC138BAE86EF4055341,BROADWAY MALLS,,,,NEW YORK,10031,MANHATTAN,1,0,0,109,MN04,7,06,30,022900,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8268460826,-73.9501484003,998046.591579,240523.478647,dpr_parksproperties,f9f8830cf3fa66e15c203a10f495eddd
0101000020E6100000CEFA3FA3687F52C02D286CF7F55B4440,0101000020110F000066E6BE79916B5FC1ADC13D1E65F65241,ALLEN MALL ONE,,,,NEW YORK,10002,MANHATTAN,1,0,0,103,MN27,1,02,7,001800,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7184520603,-73.9907630222,986810.527958,201028.116351,dpr_parksproperties,0bf2291ddde9c38ee50767c2c4da1bcd
0101000020E61000000100DE77067952C0F877E904316E4440,0101000020110F0000D8519EACB9605FC1A30E3271D80A5341,FORDHAM PLAZA,,,,BRONX,10458,BRONX,2,0,2030330038,206,BX01,15,10,48,038500,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.8608792371,-73.8910212104,1014394.80046,252937.862554,dot_pedplazas,e15351016e0fd6affe5b9f630cc7b4f3
0101000020E61000002CE33F3ACE8052C0E04FBC32C65A4440,0101000020110F0000F10FBEE0F06D5FC13A8240C010F55241,THAMES STREET,,,,NEW YORK,10006,MANHATTAN,1,0,0,101,MN25,1,02,1,001300,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7091817841,-74.0125885804,980759.908743,197650.788728,dot_pedplazas,efa3ab021ca2f9754d2e3c8f0ebce666
0101000020E610000058970116D56E52C0CE8457D4B4564440,0101000020110F00007BCD3C60694F5FC12AEC584682F05241,LAURELTON PARKWAY,,,,ROSEDALE,11422,QUEENS,4,0,0,413,QN05,31,29,105,061602,PARKWAY,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.677401736,-73.7317570942,1058653.71068,186186.051789,dpr_parksproperties,7b1770cf52a7228c9d87d3e22c0fbc03
0101000020E6100000A2F45160F47A52C053094D7A146C4440,0101000020110F0000128873A000645FC1F9CDF28179085341,PARK,,,,BRONX,10452,BRONX,2,0,2028740134,204,BX26,16,09,44,021302,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8443832163,-73.9211669718,1006061.54379,246918.795851,dpr_parksproperties,f005f8b598c04bb39157858ce365c42a
0101000020E61000008886EF3EDC6F52C0C503BDD11D564440,0101000020110F000007B5246128515FC16A29372BD9EF5241,225 STREET MALLS,,,,SPRINGFIELD GARDENS,11413,QUEENS,4,0,0,413,QN66,31,29,105,064600,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.67279327,-73.7478191024,1054203.36736,184493.828347,dpr_parksproperties,1733374ca8d52564af6c30f841298fd9
0101000020E610000022802D3A057E52C07CA7D081574E4440,0101000020110F00000CE571C635695FC123CFF47125E75241,OCEAN PARKWAY MALLS,,,,BROOKLYN,11230,BROOKLYN,3,3173783,3065870051,312,BK46,44,21,66,044000,MALL,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.6120537428,-73.9690704772,992837.476891,162265.586292,dpr_parksproperties,a06a4a307282e0a530452fdbd5705ea0
0101000020E61000009F70848E1E7B52C04226AA46C05D4440,0101000020110F00005B9E464648645FC187B85BBC66F85241,PARK,,,,MASPETH,11378,QUEENS,4,4058792,4025140034,402,QN31,30,24,108,020500,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.7324385618,-73.923741457,1005384.74068,206132.896433,dpr_parksproperties,bf6c667d1be0fe129db9308ed5c71ac7
0101000020E6100000184C16EA267B52C0772A8FA7345F4440,0101000020110F000002E68C7856645FC149E3C02108FA5241,BLISS PLAZA,,,,SUNNYSIDE,11104,QUEENS,4,0,0,402,QN31,26,24,108,018101,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7438026534,-73.924251571,1005239.78446,210273.069926,dot_pedplazas,c216a8182c361dcf5814c8c4e5895d7b
0101000020E61000008799394CEE7752C0E556D58271694440,0101000020110F00009073CBC6DD5E5FC120194DD983055341,PARK,,,,BRONX,10473,BRONX,2,0,0,209,BX09,18,08,43,002800,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8237848664,-73.8739209538,1019144.37924,239429.35193,dpr_parksproperties,537ae799df73313fb4bf480e346d3c6f
0101000020E6100000CFBBAD72978052C05A438D2AA25B4440,0101000020110F0000CBCA4BD4936D5FC1D048753707F65241,BOGARDUS PLAZA,,,,NEW YORK,10013,MANHATTAN,1,0,0,101,MN24,1,02,1,002100,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7158946773,-74.0092451007,981687.122016,200096.383816,dot_pedplazas,026a20dfc97fe92114435bc2a85ac643
0101000020E6100000C585242D4E7F52C0B4889444155F4440,0101000020110F00003D2C3E87646B5FC1BE8CB4F2E4F95241,MADISON/WORTH SQUARE PLAZAS,,,,NEW YORK,10010,MANHATTAN,1,0,0,105,MN13,2,02,13,005800,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7428448073,-73.9891479502,987257.131521,209915.207034,dot_pedplazas,02c0dc10be49ebe851538f613812d2d6
0101000020E6100000B0D708623F7752C0BF4C3CF7F1564440,0101000020110F0000284388AAB45D5FC177ED90BDC6F05241,LIBERTY AVE PLAZA,,,,OZONE PARK,11416,QUEENS,4,0,0,409,QN56,32,27,102,004401,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6792674634,-73.8632449889,1022181.31962,186781.477965,dot_pedplazas,0a8db855277771589924fdcbc3822006
0101000020E610000045BE2D25B37E52C0887F9B3067494440,0101000020110F00002F073E315D6A5FC141B60B5E9FE15241,"W12TH ST, CONEY ISLAND PLAZA",,,,BROOKLYN,11224,BROOKLYN,3,0,3086950500,313,BK21,47,21,60,035200,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.5734698349,-73.9796855888,989893.487244,148207.6281,dot_pedplazas,10959cec62ce8949a4bb605e9e132541
0101000020E61000005490AC05717F52C05D04BB38345D4440,0101000020110F000088C2A9B79F6B5FC12E81B1C4C9F75241,COOPER SQUARE PLAZA,,,,NEW YORK,10003,MANHATTAN,1,0,0,102,MN23,2,02,9,005700,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7281644367,-73.9912747705,986668.316772,204566.620194,dot_pedplazas,23ac47cd6e1acd7995fe86eb034b8d4e
0101000020E6100000D1E499E28D7C52C0BF8DDC8D19574440,0101000020110F0000A3E30638B8665FC1F7737413F3F05241,MARCY AVE PLAZA,,,,BROOKLYN,11216,BROOKLYN,3,0,0,303,BK75,36,13,79,026900,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6804756032,-73.9461614098,999182.779872,187196.618292,dot_pedplazas,27cdc14d855c9d07429fb56f8375daac
0101000020E61000001F51C316927D52C0DDAF5C3460574440,0101000020110F0000D6A07C3372685FC10D0F413342F15241,PUTNAM TRIANGLE PLAZA,,,,BROOKLYN,11238,BROOKLYN,3,0,0,302,BK69,35,13,88,020100,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6826316817,-73.9620429929,994777.491943,187979.831852,dot_pedplazas,295221a26852c2cf5553099a4d83ea03
0101000020E61000006609E3A53C7F52C00D5C367E035A4440,0101000020110F000014F52FC1466B5FC1CE0AB49C36F45241,PEARL STREET PLAZA,,,,BROOKLYN,11201,BROOKLYN,3,0,0,302,BK38,33,13,84,002100,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7032398535,-73.9880781026,987555.55293,195485.939105,dot_pedplazas,2d2475fa87df65382455b70b7755443e
0101000020E6100000CDC00DAA067F52C077FCB53340614440,0101000020110F00003261CF0EEB6A5FC17A77B81753FC5241,TIMES SQUARE PLAZA,,,,NEW YORK,10036,MANHATTAN,1,0,0,105,MN17,4,02,18,012500,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.7597800559,-73.9847832,988465.543449,216085.444711,dot_pedplazas,377f443cc4e46962501eb8200338893b
0101000020E6100000A2249790C77852C0EF40A05BAE6B4440,0101000020110F00000E1695D34E605FC1A1F996DC06085341,PARK,,,,BRONX,10460,BRONX,2,0,0,206,BX17,17,12,48,036502,STRIP,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Parks and Recreation,NYCDPR,Public,NYC Department of Parks and Recreation,NYCDPR,City,0,,40.8412667664,-73.8871818872,1015466.00423,245793.643336,dpr_parksproperties,0097f4a4c3b9a600c918e835692e4f2d
0101000020E61000004E43CE58397052C04D5DF7D8374D4440,0101000020110F00009FBC5E85C6515FC14197DCA3E3E55241,BEACH 20TH ST PLAZA,,,,FAR ROCKAWAY,11691,QUEENS,4,0,0,414,QN15,31,27,101,100802,PEDESTRIAN PLAZA,"STREETSCAPES, PLAZAS, AND MALLS",PARKS AND PLAZAS,"PARKS, GARDENS, AND HISTORICAL SITES",Local,NYC Department of Transportation,NYCDOT,Public,NYC Department of Transportation,NYCDOT,City,0,,40.6032750749,-73.7535015381,1052698.37133,159162.081026,dot_pedplazas,498b0b01142dfd38a10e6dd6a06a5aac
